-1.209414,-0.242966
-1.556266,-0.508715
-2.273775,-3.116514
1.920855,-0.942671
1.047855,-0.450489
0.742846,-0.349874
-1.275265,0.307861
3.240293,-0.632650
0.837683,1.270478
2.028183,0.423013
5.771964,-0.725973
2.169022,0.991459
3.299744,-0.942287
2.005430,-4.360758
-0.229755,-0.768387
0.172340,1.009248
-3.493417,5.851048
-2.416527,-1.258431
2.082508,0.611990
-1.695817,4.482297
0.995213,-3.568109
-2.585087,-0.207785
-0.482394,0.819907
1.082785,-1.130670
1.562022,-1.941642
2.204042,-1.520028
-0.007181,0.834442
-3.405885,-0.771548
0.463300,-1.573816
-2.819570,-2.964510
1.052338,-0.860750
0.175149,-2.404238
1.945440,1.754206
2.347298,0.728646
3.117617,3.996939
-1.660346,0.069751
1.905581,0.586713
0.456297,-0.455547
1.340464,-1.209275
-0.692857,0.064317
0.131066,-0.298238
3.109903,3.177481
-2.553076,1.600268
-2.249236,1.269018
-3.306663,1.137789
1.327512,2.429943
0.541290,0.387741
0.836510,-0.466192
-3.901304,-1.042840
-0.879161,3.014230
-0.830854,5.589519
-5.084052,0.545162
-4.605817,0.325540
1.052479,-4.680193
2.531104,-1.392596
2.625871,-3.425164
-0.992140,-3.371353
1.961936,0.217441
1.107161,0.379768
1.356784,0.071449
-0.095527,0.561043
1.976357,-5.186102
0.175620,-0.199486
-0.798785,0.560539
-0.422056,-1.274225
-0.211957,0.651561
-3.052881,1.788264
3.178012,1.206469
0.338537,-2.216345
2.465050,-2.291490
-2.947802,-1.160891
2.436069,-2.686663
-1.075378,-0.035422
2.459924,1.648605
-2.502143,1.114991
-0.070635,-2.162654
1.176421,-2.994316
-1.872464,-4.596975
4.580147,0.624863
-2.235371,-0.338269
0.125081,1.045853
-1.561534,-2.715264
1.329007,-2.446228
1.887388,2.226915
-2.991094,0.081173
0.681291,2.634107
-2.943814,-1.029419
3.301500,0.751733
2.014575,3.545152
-1.270483,-0.459791
-0.127385,2.914037
0.173124,0.746098
2.670034,2.120622
2.556014,4.179242
-2.848311,-0.125043
0.776406,0.730620
-4.679581,1.326947
0.319392,-0.514656
-5.196556,0.729240
1.990631,0.875984
0.780437,-2.906299
-2.587969,-2.736254
1.330125,-2.577568
-2.452156,-0.640524
2.255404,0.606913
-1.834154,-0.485201
-3.976107,1.411258
3.108526,2.511354
-3.649485,1.810714
-1.600655,1.880225
1.750804,0.090035
2.081067,1.022328
-2.795745,-0.162456
3.514179,-3.794982
-1.579300,1.397016
4.192169,-1.329453
1.405175,-1.029941
0.088169,-3.222046
2.477984,-3.293533
-0.637920,-2.571982
-1.219982,0.693124
0.521536,-0.253977
-0.058526,0.389914
1.614848,1.927786
-1.506912,-0.721975
-0.114487,0.277363
1.804139,-0.553539
1.095006,-3.613885
1.000423,-0.632599
-0.433170,-0.067276
0.681059,3.222284
-2.860085,-2.639099
-0.685445,4.109034
-0.442046,1.492836
-4.986375,-3.110312
-3.211439,2.793048
5.675088,1.268823
0.707592,2.384802
-0.540215,-0.576258
0.480684,2.107448
-1.648029,0.986920
-0.630300,-5.116490
-1.476282,-3.473640
-0.560919,-0.032535
2.681269,-2.451612
-2.280816,2.579677
2.755513,1.494526
2.672993,3.314398
2.004518,0.485203
1.916939,-2.386894
-1.552158,-0.231216
-0.768341,0.486892
0.416594,1.830798
-0.102693,-2.968746
0.673619,-0.639028
-0.252088,1.381411
-0.048172,-2.195040
0.851851,0.782264
-2.683121,3.049023
1.665706,0.606067
-1.735103,2.994830
1.967802,-3.670288
1.420380,-2.356725
-4.605074,1.149382
0.196311,0.994742
-1.068869,0.067899
0.416176,-0.422942
1.719095,0.060570
3.631465,1.220973
0.740939,0.196805
1.825163,2.028637
0.240182,2.134893
0.802443,-0.002677
-0.118503,2.645816
-0.575759,1.740910
-3.387809,-2.654281
-1.105271,-2.720900
1.442767,-2.054371
1.240934,1.069830
-1.945951,-0.757228
0.656310,2.164016
1.379050,1.756906
1.886446,-1.800498
0.421666,3.465571
1.586386,0.640332
1.124975,-1.645341
0.540532,1.317899
1.757196,-2.822703
2.902806,0.337683
0.238055,-0.877073
-0.093166,-0.485691
1.069367,1.949320
